node_id,Betweenness Centrality,Eigenvector Centrality,Closeness Centrality,PageRank,Degree,Community
148,0.0,0.002376756598903513,0.07441737288135593,0.00026183971835616013,1,6
149,7501.910132301528,0.008738613836147864,0.08546228710462288,0.0013187927190067511,6,10
150,4206.0,1.3145286932665301e-05,0.07215118369023776,0.0005713371529645845,2,9
151,19236.651648155235,0.013748232774297448,0.09073296738779464,0.0010294922483667025,6,12
152,0.0,0.06395561942467407,0.08601163146617692,0.00038809039008001116,2,5
153,0.0,0.013031373104490316,0.08272491756947715,0.000580006536642364,3,6
154,8251.375256878755,0.004170379583829783,0.08810434564494889,0.0008811671719460863,5,7
155,216.8390548332588,0.0011906082847662374,0.08142095503013444,0.0007262692226242234,4,9
156,0.0,6.180681170187166e-06,0.056348760728322775,0.0005040779955057895,2,3
157,0.0,1.2896411203457747e-05,0.059453283683141504,0.0002743945646507273,1,3
158,0.0,2.0689159251570374e-05,0.05954903789098923,0.0002777603919629604,1,3
159,2415.533333333362,4.514411194628959e-05,0.05964256908774462,0.0012506689427696288,6,3
160,801.9266040589538,0.0002173127472685695,0.0756067373405801,0.0006343828179106812,3,9
161,3.05,4.7106670558229216e-05,0.07042606516290727,0.00047308870702296647,2,9
162,578.7295180331405,0.0005242771172529543,0.08061277181708647,0.000602390298830102,3,9
163,2.4210317460317463,0.00018119290361462594,0.07503337783711615,0.0004237139791307206,2,9
164,8394.0,1.0433435924777241e-05,0.059579340174709526,0.0004691700651632372,2,3
165,2099.6666666666665,8.828342351106652e-05,0.06320003598578562,0.0008292160500944903,4,3
166,0.0,6.168479224559503e-05,0.06308652507745499,0.0002701293899227044,1,3
167,1.0,1.810152457261106e-05,0.07024297570242975,0.0005629474469408182,2,9
168,1401.9999999999998,0.00011479001732812936,0.07553357346379228,0.0005115258795705923,2,9
169,5870.103313472149,0.03555523448449936,0.09330588391552663,0.0008568606276350349,5,12
170,7266.686201546155,0.018026342517660464,0.09432695535414569,0.0016563673472391484,10,12
171,12008.798639350882,0.00014398861134057962,0.08387558951704376,0.00140413991041679,8,11
172,1212.422666222672,0.07492671788505273,0.09095617271962193,0.0008835834223211292,5,10
173,0.3333333333333333,0.01690853866879294,0.07706653502276342,0.00042372667042952556,2,5
174,765.1000000000004,3.078226992127311e-05,0.05973385485310999,0.0008262453030152149,4,3
